vi,en,ja
"Thất bại trong nỗ lực đặt nội khí quản miệng hoặc khí quản mũi khi không có khả năng cung cấp oxy hoặc thông khí bằng các phương pháp thay thế (ví dụ: bóng bóp-van-mặt nạ, bộ đường thở trên thanh môn)","Failed attempts at orotracheal or nasotracheal intubation with the inability to oxygenate or ventilate via alternate methods (eg, bag-valve-mask, supraglottic airway device)",経口気管挿管または経鼻気管挿管の試みが失敗し，他の方法（例，バッグバルブマスク，ラリンジアルマスク）で酸素化または換気ができない
"Chống chỉ định đối với đặt ống nội khí quản hoặc ống mũi họng như xuất huyết miệng lớn, chấn thương mặt nghiêm trọng, hoặc khối u do khối u","Contraindications to orotracheal or nasotracheal intubation such as massive oral hemorrhage, severe facial trauma, or mass effect due to tumor",大量の口腔内出血，重度の顔面外傷，腫瘍による腫瘤効果（mass effect）などにより，経口気管挿管または経鼻気管挿管が禁忌である
< 8 tuổi.,Age < 8 years,8歳未満
"Không có khả năng xác định các điểm mốc do chấn thương nghiêm trọng ở thanh quản, sụn giáp hoặc sụn nhẫn","Inability to identify landmarks due to significant injury to the larynx, thyroid cartilage, or cricoid cartilage",喉頭，甲状軟骨，または輪状軟骨の重大な損傷により重要なランドマークを同定できない
Liệt hoàn toàn hoặc một phần của cơ ức đòn chũm và cơ thang,Partial or complete transection of the distal trachea,気管遠位部の部分的または完全離断
Tuổi từ 8 đến 12 (thay đổi độ tuổi khác nhau mà không có sự đồng thuận của chuyên gia),Age 8 to 12 (varying age cutoffs without definitive expert consensus),8～12歳（年齢をどこで区切るかについては専門家間で明確なコンセンサスが得られていない）
"Chảy máu, đôi khi không kiểm soát được","Bleeding, sometimes uncontrollable",出血（ときにコントロール不能）
"Đặt ống vào mô ở cổ chứ không phải vào khí quản, thường được nhận ra ngay lập tức khi không có tiếng thở khi nghe phổi và khắc phục bằng cách đặt lại ống vào khí quản","Insertion of tube into neck tissues rather than trachea, typically immediately recognized by absence of breath sounds on lung auscultation and remediated by reinsertion of tube into trachea",気管ではなく頸部組織へのチューブの挿入（肺の聴診で呼吸音を認めないことにより直ちに認識され，気管へチューブを入れ直すことで是正できる）
Tổn thương hoặc thủng mặt sau của khí quản,Injury to or perforation of the posterior aspect of the trachea,気管後面の損傷または穿孔
"Thanh quản, thanh quản, hoặc tổn thương tuyến giáp","Larynx, vocal cord, or thyroid injury",喉頭，声帯，または甲状腺の損傷
Tắc nghẽn đường thở tiến triển do hẹp dưới thanh môn và mô hạt khí,Progressive airway obstruction due to subglottic stenosis and stomal granulation tissue,声門下狭窄および切開部の肉芽組織による進行性の気道閉塞
"Thay đổi giọng nói, là mạn tính nhưng có thể giải quyết theo thời gian","Voice changes, which are chronic but may resolve with time",声の変化（長期にわたり継続するが時とともに回復する場合がある）
Nhiễm trùng vết thương,Wound infection,創傷感染症
"Dung dịch khử trùng (ví dụ, chlorhexidine, povidone-iodine) và gạc vô trùng","Antiseptic solution (eg, chlorhexidine, povidone-iodine) and sterile gauze",消毒液（例，クロルヘキシジン，ポビドンヨード）および滅菌ガーゼ
Màn vô trùng,Sterile drapes,滅菌ドレープ
Găng tay và áo choàng vô trùng cùng với bảo vệ mắt và mặt,Sterile gloves and gowns along with eye and face protection (universal precautions),滅菌手袋およびガウンならびに眼と顔の保護具（普遍的予防策）
"Gây tê cục bộ (ví dụ: 1% hoặc 2% lidocain có epinephrine, kim 25 gauge, ống tiêm 3 mL)","Local anesthetic (eg, 1% or 2% lidocaine with epinephrine, 25-gauge needle, 3-mL syringe)",局所麻酔薬（例，1％または2％リドカインとアドレナリンの併用，25G針，3mLシリンジ）
"Dụng cụ đặt ống thông có khả năng chứa một ống dẫn, gắn với một ống tiêm 3 đến 6 ml chứa đầy nước muối","Catheter-over-the-needle device capable of accommodating a guidewire, attached to a 3- to 6-mL syringe half-filled with saline",生理食塩水を半分満たした3～6mLシリンジに取り付けた，ガイドワイヤーを通すことができるカテーテルが針を覆う形状のデバイス（catheter-over-the-needle）付きの注射針
Hướng dẫn linh hoạt trong hộp nhựa,Flexible guidewire in a plastic housing,プラスチックで覆われた柔軟なガイドワイヤー
Ống thông đường thở (ống khí quản) có một vòng bít bơm hơi bằng nhựa và một ống nong có thể tháo rời được.,Airway catheter (tracheal tube) that has a plastic inflatable cuff and a removable intraluminal curved blunt dilator (which facilitates insertion),気道用のカテーテル（気管チューブ）（空気で膨らむプラスチック製のカフと，気管内に挿入しチューブの挿入を補助する取り外し可能な先の鈍い弯曲したダイレーターを備えたもの）
Lưỡi dao # 15,#15 scalpel blade,15番のメス刃
Nguồn hút và ống thông hút,Suction source and suction catheter,吸引装置および吸引カテーテル
Bóng mask có van và nguồn oxy,Bag-valve-mask and oxygen source,バッグバルブマスクおよび酸素源
"Thiết bị theo dõi bệnh nhân, bao gồm máy theo dõi nhịp tim, máy đo huyết áp, máy đo huyết áp (không xâm lấn)","Patient monitoring equipment, including cardiac monitor, pulse oximeter, blood pressure monitor (noninvasive)",心電図モニター，パルスオキシメーター，血圧計などの患者モニタリング装置（非侵襲的なもの）
"Capnomet (máy theo dõi carbon dioxide cuối triều), nếu có","Capnometer (end-tidal carbon dioxide monitor), if available",できればカプノメーター（呼気終末二酸化炭素モニター）
màng nhẫn giáp phải có thể dễ dàng xác định vì với kỹ thuật dẫn đường thường không có vết rạch da. Sự biến dạng về mặt giải phẫu sẽ làm cho màng não ít xác định hơn.,The cricothyroid membrane should be readily identifiable because with the guidewire technique often no skin incision is made initially. Anatomic distortions will make the cricothyroid membrane less identifiable.,ガイドワイヤー法では最初に皮膚切開を行わないことが多いため，輪状甲状間膜は容易に同定できるはずである。解剖学的な歪みがあると輪状甲状間膜の同定が困難になる。
Kỹ thuật vô trùng là cần thiết để ngăn ngừa ô nhiễm vi khuẩn tại chỗ trong quá trình phẫu thuật.,Sterile technique is necessary to prevent local microbial contamination during the procedure.,処置中に処置部位が微生物で汚染されるのを防止するため，無菌操作が必要である。
