en,vi,ja,url
"Abdominal examination should note areas of tenderness, presence of peritoneal findings (eg, guarding, rigidity, rebound), and any masses or organomegaly. Rectal examination and (in women) pelvic examination to locate tenderness and masses and stool examination for occult blood are essential.","Khám bụng cần phải lưu ý đến các vùng đau khi sờ vào, các biểu hiện của dấu hiệu phúc mạc (ví dụ: phản ứng thành bụng, co cứng cơ thành bụng, cảm ứng phúc mạc) và bất kỳ khối u hoặc phì đại các cơ quan nào. Khám trực tràng và vùng chậu (ở nữ giới) để xác định vị trí đau khi sờ vào, các khối và phân để tìm máu ẩn là điều thiết yếu.",腹部診察では，圧痛部位，腹膜所見（例，筋性防御，硬直，反跳痛）の有無，何らかの腫瘤または臓器腫大に注意すべきである。圧痛および腫瘤を検索するための直腸診および内診（女性の場合）と，鮮血を検出するための便検査が必須である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
The following findings are of particular concern:,Những phát hiện sau đây cần được quan tâm đặc biệt:,以下の所見は特に注意が必要である：,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Fever,Sốt,発熱,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
"Anorexia, weight loss","Chán ăn, giảm cân",食欲不振，体重減少,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Pain that awakens patient,Bệnh nhân thức giấc vì đau,覚醒に至るほどの疼痛,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Blood in stool or urine,Máu trong phân hoặc trong nước tiểu,血便または血尿,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Jaundice,Vàng da,黄疸,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Edema,Phù,浮腫,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Abdominal mass or organomegaly,Khối ở vùng bụng hoặc tăng kích thước cơ quan,腹部腫瘤または臓器腫大,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Clinical examination alone infrequently provides a firm diagnosis.,Khám lâm sàng đơn thuần thường không mang lại chẩn đoán chắc chắn.,診察だけで確定診断が得られることはまれである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Physiologic Causes of Chronic Abdominal Pain,Các nguyên nhân sinh lý của đau bụng mạn tính,慢性腹痛の器質的原因,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
"Functional CAP may result in pain similar to that of physiologic origin. However, there are no associated red flag findings, and psychosocial features are often prominent. A history of physical or sexual abuse or an unresolved loss (eg, divorce, miscarriage, death of a family member) may be a clue.","Đau bụng cơ năng mạn tính có thể gây đau tương tự như nguyên nhân sinh lý. Tuy nhiên, không có dấu hiệu cảnh báo liên quan và đặc điểm tâm lý xã hội thường nổi bật. Tiền sử bị lạm dụng thể xác hoặc tình dục hoặc gặp những vấn đề không được giải quyết (ví dụ: ly hôn, sẩy thai, một thành viên trong gia đình tử vong) có thể là manh mối.",機能性の慢性腹痛では，器質的原因によるものに類似した疼痛が起こることがある。しかしながら，関連するレッドフラグサインは認められず，心理社会的特徴がしばしば顕著となる。身体的または性的虐待の既往歴や，未解決の喪失（例，離婚，流産，家族の死）が手がかりになる場合もある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
"History  Irritable bowel syndrome is characterized by recurrent abdominal discomfort or pain with at least two of the following characteristics: relation to defecation, association with a change in frequency...  read more","Lịch sử  Hội chứng ruột kích thích được đặc trưng bởi sự khó chịu hoặc đau bụng tái phát với ít nhất hai đặc điểm sau: liên quan đến đại tiện, liên quan đến số lần đại tiện, hoặc liên quan đến sự thay...  đọc thêm",病歴  過敏性腸症候群は，繰り返す腹部不快感または腹痛を特徴とし，さらに排便との関連性，排便頻度の変化との関連性，または便の硬さの変化との関連性という特徴のうち少なくとも2つが認められる。原因は不明であり，病態生理も完全には解明されていない。診断は臨床的に行う。治療は対症療法であり，食事管理と薬剤投与（抗コリン薬やセロトニン受容体に作用する薬剤な...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Pain is related to defecation.,Đau liên quan đến đại tiện.,疼痛に排便との関連がみられる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Pain is associated with a change in frequency of defecation.,Đau liên quan đến thay đổi tần suất đại tiện.,疼痛が排便回数の変化を伴っている。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Evaluation reference  Chronic abdominal pain (CAP) is pain that persists for more than 3 months either continuously or intermittently. Intermittent pain may be referred to as recurrent abdominal pain (RAP). Acute...  read more,"Tài liệu tham khảo về đánh giá  Đau bụng mạn tính (Chronic abdominal pain, CAP) kéo dài hơn 3 tháng liên tục hoặc ngắt quãng. Đau bụng không liên tục có thể xem như đau bụng tái phát (RAP). Đau bụng cấp được thảo luận ở tài...  đọc thêm",評価に関する参考文献  慢性腹痛とは，3カ月以上にわたり連続的または間欠的に持続する腹痛のことである。間欠的な腹痛は，反復性腹痛と呼ばれることもある。 急性腹痛については，本マニュアルの別の箇所で考察されている。慢性腹痛は5歳以降のいずれの年齢でも起こりうる。最大10％の小児患者で反復性腹痛の評価が必要になる。慢性腹痛は成人の約2％にみられ，その多くは女性である（機能性ディスペプシアや様々な腸管機能障害など，何らかの慢性消化管症状を有する成人では，頻度がはるか...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
"1. Drossman DA: Functional gastrointestinal disorders: History, pathophysiology, clinical features, and Rome IV. Gastroenterology 150:1262–1279, 2016. doi: 10.1053/j.gastro.2016.02.032","1. Drossman DA: Functional gastrointestinal disorders: History, pathophysiology, clinical features, and Rome IV. Gastroenterology 150:1262–1279, 2016. doi: 10.1053/j.gastro.2016.02.032","1.Drossman DA: Functional gastrointestinal disorders: History, pathophysiology, clinical features, and Rome IV. Gastroenterology 150:1262–1279, 2016.doi: 10.1053/j.gastro.2016.02.032.",https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
Physiologic Causes of Chronic Abdominal Pain,Các nguyên nhân sinh lý của đau bụng mạn tính,慢性腹痛の器質的原因,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
"The benefits of testing patients with no red flag findings are unclear. Patients > 50 or with risk factors for colon cancer (eg, family history) should probably have a colonoscopy; patients ≤ 50 can be observed or have CT of the abdomen and pelvis with contrast if an imaging study is desired. Magnetic resonance cholangiopancreatography (MRCP), endoscopic retrograde cholangiopancreatography (ERCP), and laparoscopy are rarely helpful in the absence of specific indications.","Không rõ lợi ích của việc xét nghiệm cho những bệnh nhân không có dấu hiệu cảnh báo. Bệnh nhân > 50 tuổi hoặc có các yếu tố nguy cơ bị ung thư đại tràng (ví dụ: tiền sử gia đình) có thể cần phải được nội soi đại tràng; những bệnh nhân ≤ 50 tuổi có thể theo dõi hoặc chụp CT bụng và vùng chậu có thuốc cản quang nếu muốn nghiên cứu hình ảnh. Chụp cộng hưởng từ mật tụy (MRCP), nội soi chụp mật tụy ngược dòng (ERCP) và nội soi ổ bụng hiếm khi hữu ích khi không có chỉ định cụ thể.",レッドフラグサインが認められない患者に対する検査の有益性は不明である。50歳以上または結腸癌の危険因子（例，家族歴）がある患者はおそらく大腸内視鏡検査を受けるべきであり，50歳以下の患者は経過観察とするか，画像検査が望ましい場合には腹部および骨盤の造影CTを行うことができる。磁気共鳴胆道膵管造影（MRCP），内視鏡的逆行性胆道膵管造影（ERCP）および腹腔鏡検査は，特異的な適応がない限り，役立つことはまれである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
